"Month Name","Agency","Description","Borough","# of Incidents","Response Times"
"2022 / 10","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","2,229","559.81"
"2022 / 10","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","37","717.08"
"2022 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","615","541.20"
"2022 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","12,507","635.68"
"2022 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","26,408","763.77"
"2022 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","6,235","38.32"
"2022 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","495","550.24"
"2022 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","9,880","696.23"
"2022 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","22,922","872.63"
"2022 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","4,808","30.07"
"2022 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","479","536.31"
"2022 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","10,377","652.26"
"2022 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","22,768","896.05"
"2022 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","5,159","47.96"
"2022 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","563","568.48"
"2022 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","8,851","681.19"
"2022 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","20,293","790.85"
"2022 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","4,452","31.18"
"2022 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","117","536.04"
"2022 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","2,058","612.11"
"2022 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","4,370","713.38"
"2022 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,111","46.71"
"2022 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Unspecified","2","1,075.50"
"2022 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","18","821.50"
"2022 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","82","1,100.62"
"2022 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","8","25.00"
"2022 / 10","FDNY","Average response time to structural fires","Brooklyn","328","266.91"
"2022 / 10","FDNY","Average response time to non-structural fires","Brooklyn","174","343.22"
"2022 / 10","FDNY","Average response time to non-fire emergencies","Brooklyn","8,294","543.72"
"2022 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","4,228","510.29"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","502","61.16"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","502","37.65"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","502","1.00"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","502","0.20"
"2022 / 10","FDNY","Average response time to structural fires","Bronx","298","329.52"
"2022 / 10","FDNY","Average response time to non-structural fires","Bronx","93","397.16"
"2022 / 10","FDNY","Average response time to non-fire emergencies","Bronx","5,584","703.41"
"2022 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,213","661.80"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","391","38.87"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","391","58.57"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","391","2.05"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","391","0.51"
"2022 / 10","FDNY","Average response time to structural fires","Manhattan","204","306.23"
"2022 / 10","FDNY","Average response time to non-structural fires","Manhattan","152","386.30"
"2022 / 10","FDNY","Average response time to non-fire emergencies","Manhattan","6,217","624.89"
"2022 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","2,770","611.14"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","356","39.89"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","356","56.74"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","356","3.09"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","356","0.28"
"2022 / 10","FDNY","Average response time to structural fires","Queens","199","337.74"
"2022 / 10","FDNY","Average response time to non-structural fires","Queens","136","418.98"
"2022 / 10","FDNY","Average response time to non-fire emergencies","Queens","5,668","623.75"
"2022 / 10","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,949","554.13"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","335","39.70"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","335","53.43"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","335","5.67"
"2022 / 10","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","335","1.19"
